6,1,4,1
5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,8;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,5;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
0;,0;,0;,0;,5;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,5;,5;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
