3,1,1,1
1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,6;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,1;,0;,0;,0;,6;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,6;,0;,0;,0;,0;,0;,6;,0;,6;,0;,0;,0;,0;,0;,6;,0;,6;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,0;,6;,0;,0;,0;,6;,0;,0;,0;,6;,0;,0;,0;,6;,0;,0;,0;,6;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,6;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,1;,0;,0;,0;,6;,0;,6;,0;,0;,0;,0;,0;,6;,0;,6;,0;,0;,0;,0;,0;,6;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,
1;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,5;,5;,5;,5;,5;,3;,3;,5;,5;,5;,5;,5;,5;,3;,3;,5;,5;,5;,5;,5;,5;,3;,3;,1;,
0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,
0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
8;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
1;,1;,5;,5;,5;,5;,5;,5;,5;,5;,5;,5;,5;,5;,5;,5;,5;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,
