2,1,0,1
1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,8;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,4;,4;,4;,4;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,0;,0;,0;,2;3,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,6;,6;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;0,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,1;,1;,1;,1;,1;,1;,1;,2;0,2;0,2;0,1;,1;,1;,1;,1;,1;,1;,1;,0;,0;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,
1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,0;,0;,0;,2;3,1;,
1;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,6;,0;,0;,6;,0;,0;,6;,0;,0;,0;,0;,0;,0;,0;,1;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,1;,0;,0;,1;,1;,1;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,0;,0;,0;,0;,1;,1;,1;,0;,0;,6;,0;,0;,6;,0;,0;,6;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,1;,0;,0;,1;,1;,1;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,1;,0;,0;,1;,1;,1;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,1;,0;,0;,1;,1;,1;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,2;3,1;,
1;,0;,0;,1;,0;,0;,1;,1;,1;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,1;,0;,0;,0;,0;,0;,1;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,
1;,0;,0;,0;,0;,0;,1;,1;,1;,0;,0;,1;,1;,1;,1;,1;,1;,1;,1;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
1;,0;,0;,0;,0;,0;,1;,1;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
1;,0;,0;,0;,0;,0;,1;,1;,1;,0;,0;,0;,6;,0;,0;,6;,0;,0;,6;,0;,0;,0;,0;,0;,0;,1;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,
1;,1;,1;,1;,3;,3;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,3;,5;,5;,5;,5;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,1;,
